symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
PLXDC1	20945	17	none	0	0	0	0	0	3	0	0	0	0	0	0	0.136184614	0.599492624	0.01285378	0.449650219	0.241300738	0.160961063	0.046754406	0.767659232	0.155311502	0.098083997	0.188702181	1	1	NA	1	NA	NA	FALSE
BRMS1L	20512	14	none	0	0	0	0	0	2	0	0	0	0	0	0	0.11441465	0.438010472	0.052721879	0.404032197	0.180450121	0.155362758	0.058293374	0.705414295	0.155362758	0.098083997	0.141115737	1	0.3481818	NA	1	NA	NA	FALSE
KERA	6309	12	none	0	0	0	0	0	3	0	0	0	0	0	0	0.081089464	0.357965889	0.010595325	0.29425199	0.134112029	0.155366041	0.080935061	0.77043023	0.155366041	0.196167993	0.104878388	0.216976389	0.152531351	0.93035207	0.216976389	NA	NA	FALSE
PARD6G	16076	18	none	0	1	0	0	0	0	0	0	0	0	0	0	0.004339274	0.450024143	0.026547483	0.647014278	0.3285669	0.15541645	1	NA	0.15541645	0.647014278	0.256946128	0.103381591	1	NA	0.103381591	NA	NA	FALSE
UQCR10	30863	22	none	0	0	0	0	0	1	0	0	0	0	0	1	0.014899518	0.017320206	0.000233423	0.188187568	0.057024571	0.155430528	0.143019288	NA	0.155430528	0.187187568	0.044594397	0.126451323	0.113298036	NA	0.126451323	NA	NA	FALSE
FOXS1	3735	20	none	0	0	0	0	0	2	0	0	0	0	0	0	0.06294967	0.205624416	0.03146023	0.323933597	0.178804156	0.185623266	0.141718516	0.253634746	0.155488768	0.323933597	0.139828557	0.129858022	0.094816574	0.252896747	0.113433767	NA	NA	FALSE
CDKAL1	21050	6	none	0	1	0	0	0	0	0	0	0	0	0	0	0.013731034	0.75052486	0.026278927	0.647014278	0.298175726	0.15549371	1	NA	0.15549371	0.647014278	0.233179601	0.109898739	1	NA	0.109898739	NA	NA	FALSE
TRAFD1	24808	12	none	0	0	0	0	0	3	0	0	0	0	0	0	0.149652985	0.686618779	0.013588299	0.430357952	0.256832995	0.212531396	0.093772856	0.383335617	0.155494541	0.332273955	0.200848728	0.213758777	0.112669198	0.06026794	0.040689446	NA	NA	FALSE
LRFN3	28370	19	none	0	0	0	0	0	3	0	1	0	0	0	0	0.005844251	0.373427019	0.25894184	1.194112194	0.67082735	0.155518528	1	0.948418052	0.155518528	1.194112194	0.524600897	0.091132439	1	0.948595051	0.091132439	NA	NA	FALSE
SBSPON	30362	8	none	0	0	0	0	0	0	0	0	1	0	0	0	0.003780549	0.398022494	0.008978787	0.4430157	0.19958825	0.155538959	1	NA	0.155538959	0.4430157	0.15608215	0.112771197	1	NA	0.112771197	NA	NA	FALSE
CSTF1	2483	20	none	0	0	0	0	0	2	0	0	0	0	0	2	0.108006937	0.387968214	0.11961887	1.240702	0.58016836	0.155596001	0.128025015	0.283500716	0.155596001	1.240702	0.453703687	0.102706011	0.084112417	0.283770716	0.102706011	NA	NA	FALSE
OTUD6A	32312	X	none	0	0	0	0	0	1	0	0	0	0	0	0	0.040858354	0.0645602	NA	0.19405985	0.080410895	0.155682161	0.125098813	NA	0.155682161	0.19405985	0.06124574	0.110333267	0.086303297	NA	0.110333267	NA	NA	FALSE
BTF3	1125	5	none	0	0	0	0	0	1	0	0	0	0	0	0	0.069019335	0.254605898	0.297632629	0.5676956	0.247675146	0.155870233	0.076081552	NA	0.155870233	0.5676956	0.1936871	0.116709774	0.052539066	NA	0.116709774	NA	NA	FALSE
TRIB2	30809	2	none	0	0	0	0	0	2	0	0	0	0	0	1	0.077835446	0.329667551	0.300862271	0.918025623	0.444216578	0.155909523	0.103579402	0.935850064	0.155909523	0.918025623	0.347386575	0.103365303	0.066315654	NA	0.103365303	NA	NA	FALSE
ZNF263	13056	16	none	0	0	0	0	0	1	0	0	1	0	0	1	0.014220378	0.764531037	0.024096159	0.600567997	0.291063378	0.155930996	1	NA	0.155930996	0.600567997	0.227617597	0.112007292	1	NA	0.112007292	NA	NA	FALSE
SLC9A4	11077	2	none	0	1	0	0	0	1	0	0	0	0	0	0	0.017498864	0.839794444	0.003927476	0.745098275	0.391756272	0.155946421	1	NA	0.155946421	0.745098275	0.306361528	0.098689815	1	NA	0.098689815	NA	NA	FALSE
ZFAT	19899	8	none	0	0	0	0	0	5	0	0	0	0	0	1	0.260465436	0.957414301	0.025905949	1.144714112	0.686203571	0.155946921	0.047545926	0.863120137	0.155946921	0.535188412	0.536625421	1	0.292869684	0.922819077	0.623867797	NA	NA	FALSE
EIF3G	3274	19	none	0	0	0	0	0	1	0	1	0	0	0	0	0.003652345	0.385446056	0.20352291	1.210413519	0.561964376	0.155955019	1	NA	0.155955019	1.210413519	0.439467795	0.104103946	0.398126061	NA	0.104103946	NA	NA	FALSE
C1orf167	25262	1	none	0	0	0	0	0	4	0	0	0	0	0	1	0.378573068	0.997947681	NA	0.50667363	0.667049352	1	0.253893593	0.142134858	0.155962043	0.50567363	0.521646425	1	0.138176995	0.143095857	0.097349394	NA	NA	FALSE
SLC2A11	14239	22	none	0	0	0	0	0	3	0	0	0	0	0	1	0.12490007	0.518190488	NA	0.476626414	0.244413411	0.155964742	0.05381891	0.746016254	0.155964742	0.475626414	0.191136356	0.107239957	0.029690544	0.745649254	0.106496745	NA	NA	FALSE
C1orf146	24032	1	none	0	0	1	0	0	0	0	0	0	0	0	0	0.060732448	0.188544259	0.013950165	0.198398825	0.083412668	0.15597303	1	NA	0.15597303	0.198398825	0.065230436	0.122594355	1	NA	0.122594355	NA	NA	FALSE
CD14	1628	5	none	0	0	0	0	0	0	1	0	0	0	0	2	0.002531186	0.265293446	0.007833481	0.402376939	0.205804169	0.156119244	1	NA	0.156119244	0.402376939	0.160943128	0.104617745	1	NA	0.104617745	NA	NA	FALSE
MUC6	7517	11	none	0	1	0	0	0	7	0	0	0	0	0	4	0.119424071	0.999891626	NA	1.359417307	0.905051545	0.156123752	0.342246624	0.22040778	0.156123752	1.254875552	0.707769074	0.10088384	0.280970461	0.348769651	0.10088384	NA	NA	FALSE
MAGEB17	17418	X	none	0	0	0	0	0	1	0	0	0	0	0	0	0.051208379	0.121763765	NA	0.113468578	0.063197466	0.156124518	0.110797911	NA	0.156124518	0.113468578	0.048134964	0.114914482	0.078997668	NA	0.114914482	NA	NA	FALSE
MCF2L	14576	13	none	0	0	0	0	0	9	0	0	0	0	0	1	0.294804027	0.985048935	0.034604394	1.203287177	0.838153859	0.206969805	0.044264833	0.817096479	0.156232711	1.007119183	0.655453697	0.18996467	0.045054612	0.817740863	0.158465036	NA	NA	FALSE
Mar-02	28038	19	none	0	0	0	0	0	2	0	0	0	0	0	0	0.059862969	0.181985683	0.010741204	0.326355431	0.159418255	0.156297687	0.102644287	0.580963419	0.156297687	0.326355431	0.124668381	0.110526784	0.067453429	0.581123419	0.110526784	NA	NA	FALSE
DOCK2	2988	5	none	0	0	0	0	0	5	1	0	0	0	0	2	0.108201577	0.999733647	0.108046878	1.62586252	1.035353696	0.156363379	0.112970979	0.543162457	0.156363379	0.927588981	0.809668059	0.363238078	0.151918786	0.374676625	0.220060094	NA	NA	FALSE
MAS1L	13961	6	none	0	0	0	0	0	2	0	0	0	0	0	0	0.070900826	0.27032216	0.006408425	0.196167993	0.094711425	0.187224933	0.134991493	0.268249732	0.156374738	0.196167993	0.074066298	0.132466415	0.090194951	0.267547732	0.114002762	NA	NA	FALSE
MGARP	29969	4	none	0	0	0	0	0	1	0	0	0	0	0	0	0.049349929	0.110199058	0.015199836	0.2393141	0.094194866	0.156405833	0.127918608	NA	0.156405833	0.2393141	0.073662339	0.120303636	0.097998715	NA	0.120303636	NA	NA	FALSE
CACNG3	1407	16	none	0	0	0	0	0	2	0	0	0	0	0	1	0.097248636	0.304580922	0.24588235	0.861542748	0.402507371	0.186920732	0.082606578	0.438484562	0.15640884	0.861542748	0.31476911	0.136873682	0.053128756	0.439075561	0.110995244	NA	NA	FALSE
FGF9	3687	13	discordant	0	0	0	0	0	1	0	0	0	0	0	0	0.058952251	0.175205612	0.290486658	0.5658521	0.224018852	0.156457238	0.090480068	NA	0.156457238	0.5658521	0.175187387	0.11924021	0.066296242	NA	0.11924021	NA	NA	FALSE
MED31	24260	17	none	0	0	0	0	0	1	0	0	0	0	0	0	0.048690463	0.106224325	0.008487595	0.2812371	0.09098833	0.156470665	0.100250125	NA	0.156470665	0.2812371	0.07115476	0.123381694	0.078183183	NA	0.123381694	NA	NA	FALSE
SCARB2	1665	4	none	0	0	0	0	0	1	0	1	0	0	0	1	0.010321223	0.626655305	0.020244673	0.499460936	0.231101337	0.156504564	1	NA	0.156504564	0.499460936	0.180726037	0.111524261	1	NA	0.111524261	NA	NA	FALSE
CAMK1	1459	3	none	0	0	0	0	0	2	0	0	0	0	0	0	0.112844714	0.425782847	0.009278855	0.393878997	0.222983953	0.221807117	0.124148923	0.292037708	0.156523159	0.393878997	0.174378075	0.162153073	0.082384923	0.292515707	0.113881439	NA	NA	FALSE
RNF126	21151	19	none	0	0	1	0	0	2	0	0	0	0	0	1	0.092543312	0.457227372	NA	0.473234214	0.233727815	0.156633499	0.273579545	0.153994846	0.156633499	0.473234214	0.182779998	0.106827906	0.204842255	0.154241846	0.106827906	NA	NA	FALSE
GCNT7	16099	20	none	0	0	0	0	0	1	0	0	0	0	0	0	0.07751087	0.326854753	NA	0.2988524	0.142345986	0.156639078	0.075267538	NA	0.156639078	0.2988524	0.111317513	0.117315274	0.051946529	NA	0.117315274	NA	NA	FALSE
GNGT1	4411	7	none	0	0	0	0	0	1	0	0	0	0	0	0	0.023665958	0.055842452	0.011326042	0.098083997	0.034542303	0.156722035	0.124509373	NA	0.156722035	0.098083997	0.027012798	0.124798077	0.098762627	NA	0.124798077	NA	NA	FALSE
KLF13	13672	15	none	0	0	0	0	0	2	0	0	0	0	0	1	0.06025514	0.184933735	NA	1.268949378	0.614946249	0.156857756	0.141888787	0.925905074	0.156857756	0.531218978	0.480900718	0.436079819	0.417867676	NA	0.436079819	NA	NA	FALSE
TIMM13	11816	19	none	0	0	0	0	0	1	0	0	0	0	0	0	0.031022668	0.027751885	0.049278746	0.2754429	0.085683545	0.156887658	0.124142328	NA	0.156887658	0.2754429	0.067006309	0.123554693	0.097229115	NA	0.123554693	NA	NA	FALSE
FBXO21	13592	12	none	0	0	0	0	0	2	0	0	0	0	0	1	0.164462929	0.767644	0.066397219	0.368803768	0.421933958	1	0.353119681	0.103008897	0.15691539	0.368803768	0.329961104	0.357517067	0.258655462	0.103299897	0.12350568	NA	NA	FALSE
DNAJB8	23699	3	none	0	0	0	0	0	1	0	0	0	0	0	0	0.042658483	0.07319781	0.012841201	0.2280884	0.104317486	0.15694514	0.123567007	NA	0.15694514	0.2280884	0.081578437	0.118203953	0.091811313	NA	0.118203953	NA	NA	FALSE
TMEM131	30366	2	none	0	0	0	0	0	1	0	0	2	0	0	0	0.017101227	0.999512929	0.075641164	1.4981376	0.943405944	0.156989236	1	NA	0.156989236	0.9079231	0.73776301	0.320813635	1	NA	0.320813635	NA	NA	FALSE
TBX6	11605	16	none	0	0	0	0	0	3	0	0	0	0	0	0	0.117551218	0.462311397	0.01007865	0.534738285	0.268158599	0.15704153	0.077011145	0.675364325	0.15704153	0.3059482	0.209705585	0.266336977	0.187877636	NA	0.266336977	NA	NA	FALSE
NUDT8	8055	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.050182928	0.115317068	NA	0.3033032	0.136899293	0.157061049	0.124433223	NA	0.157061049	0.3033032	0.107058086	0.113577313	0.088181639	NA	0.113577313	NA	NA	FALSE
PSMD8	9566	19	none	0	0	0	0	0	1	0	0	1	0	0	0	0.006035327	0.386629275	NA	0.560878613	0.275051496	0.157180202	1	NA	0.157180202	0.560878613	0.215095974	0.108791122	1	NA	0.108791122	NA	NA	FALSE
PBXIP1	21199	1	none	0	0	0	0	0	2	0	0	1	0	0	0	0.015159999	0.789220556	0.007614662	0.546834297	0.288849638	0.157265312	0.372849242	0.12001688	0.157265312	0.425837197	0.225886407	0.158668902	1	NA	0.158668902	NA	NA	FALSE
KCND2	6238	7	none	0	1	0	0	0	1	0	0	0	0	0	0	0.014381015	0.76895224	0.109114978	1.408492478	0.758250148	0.157348249	0.334788786	NA	0.157348249	1.408492478	0.592967339	0.094952878	0.242121117	NA	0.094952878	NA	NA	FALSE
CX3CL1	10647	16	none	0	0	0	0	0	2	0	0	0	0	0	1	0.093853702	0.468378718	0.215936809	0.628159805	0.305081906	0.164436247	0.057773487	0.632346368	0.157439918	0.628159805	0.238580377	0.119763329	0.03476216	0.631783368	0.105823204	NA	NA	FALSE
PDE11A	8773	2	none	0	0	0	0	0	2	1	0	0	0	0	0	0.032570466	0.933117172	NA	0.946001039	0.531845715	0.157525011	0.253719606	0.544989455	0.157525011	0.641085339	0.415914377	0.244769404	1	NA	0.244769404	NA	NA	FALSE
RGS16	9997	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.05355949	0.137131557	0.022829685	0.2812371	0.104543622	0.157563019	0.111487298	NA	0.157563019	0.2812371	0.08175528	0.121891795	0.085061906	NA	0.121891795	NA	NA	FALSE
GBP3	4184	1	none	0	0	0	0	0	2	0	0	0	0	0	0	0.160985917	0.750070517	NA	0.413935164	0.219241159	0.170761089	0.04354783	0.83993616	0.157587307	0.413935164	0.171451132	0.122900291	0.024815797	0.84025316	0.101553875	NA	NA	FALSE
ZNF395	18737	8	none	0	0	0	0	0	1	0	1	0	0	0	0	0.010484438	0.633778168	0.058226993	0.646064439	0.31100031	0.157632588	0.414876913	NA	0.157632588	0.646064439	0.243208691	0.109612228	0.333534055	NA	0.109612228	NA	NA	FALSE
BARX2	956	11	none	0	0	0	0	0	2	0	0	0	0	0	0	0.074593018	0.30169561	0.005077721	0.445699772	0.20713417	0.157680533	0.07587452	0.797694202	0.157680533	0.445699772	0.161983216	0.113107673	0.048458989	0.797974202	0.113107673	NA	NA	FALSE
ATP5MC3	843	2	none	0	0	0	0	0	1	0	0	0	0	0	0	0.042662326	0.073216866	0.071819487	0.2560145	0.080360884	0.157681396	0.115934624	NA	0.157681396	0.2560145	0.062843878	0.124809897	0.091175177	NA	0.124809897	NA	NA	FALSE
ATP1B1	804	1	none	0	0	0	0	0	0	0	0	1	0	0	0	0.0058922	0.376759305	0.252436266	0.8657823	0.354332122	0.157683629	1	NA	0.157683629	0.8657823	0.277095067	0.115969296	1	NA	0.115969296	NA	NA	FALSE
GHRL	18129	3	none	0	0	0	0	0	1	0	0	0	0	0	0	0.038196372	0.052856108	0.006888964	0.134041222	0.065144273	0.157807165	0.102298827	NA	0.157807165	0.134041222	0.050944172	0.123703114	0.078853549	NA	0.123703114	NA	NA	FALSE
ERBB4	3432	2	none	0	1	0	0	0	3	0	0	0	0	0	1	0.05972247	0.994667769	0.078367146	1.186298642	0.71636495	0.163319662	0.396280105	0.092519907	0.157873049	1.088214645	0.560212245	0.118457524	0.360994864	0.842533157	0.118457524	NA	NA	FALSE
FAM107B	23726	10	none	0	0	0	0	0	1	0	0	0	0	0	0	0.079981949	0.348318692	0.008838735	0.3001694	0.135260295	0.157910224	0.085451914	NA	0.157910224	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
MRPL12	10378	17	none	0	0	0	0	0	1	0	0	0	0	0	0	0.055566455	0.150863677	0.017179864	0.2997458	0.126705046	0.158202459	0.105058891	NA	0.158202459	0.2997458	0.099085973	0.118836009	0.076216266	NA	0.118836009	NA	NA	FALSE
WDR20	19667	14	none	0	0	0	0	0	1	1	0	0	0	0	0	0.009864112	0.605984332	0.258981182	1.20971164	0.637851671	0.158290025	1	NA	0.158290025	1.20971164	0.498813233	0.099605339	0.399732399	NA	0.099605339	NA	NA	FALSE
TG	11764	8	none	0	2	0	0	0	5	0	0	0	0	0	0	0.050024482	0.999999057	NA	1.920906349	1.280012754	0.158318538	1	0.853044147	0.158318538	1.27389207	1.000996515	0.281640204	0.424024749	0.853406147	0.281640204	NA	NA	FALSE
PTH2R	9609	2	none	0	0	0	0	0	2	0	0	0	0	0	1	0.154348664	0.714048064	NA	0.405032197	0.260836551	0.236459097	0.100917797	0.364718635	0.158344872	0.405032197	0.203979592	0.172789561	0.063878612	0.365230635	0.111006096	NA	NA	FALSE
NOTO	31839	2	none	0	0	0	0	0	1	0	0	0	0	0	0	0.071427061	0.274753933	NA	0.2952293	0.139656837	0.158454125	0.069260917	NA	0.158454125	0.2952293	0.109214542	0.11732777	0.047014305	NA	0.11732777	NA	NA	FALSE
KRTAP25-1	34003	21	none	0	0	0	0	0	1	0	0	0	0	0	0	0.019473854	0.034513249	NA	0.098083997	0.022736581	0.158542134	0.141767021	NA	0.158542134	0.098083997	0.017780478	0.126275706	0.112683847	NA	0.126275706	NA	NA	FALSE
JOSD1	28953	22	none	0	0	0	0	0	1	0	0	0	0	0	0	0.059366862	0.178280696	0.044678517	0.3059482	0.122729844	0.158576211	0.105843747	NA	0.158576211	0.3059482	0.095977283	0.121285276	0.079606773	NA	0.121285276	NA	NA	FALSE
CRACR2A	28657	12	none	0	1	0	0	0	0	0	0	0	0	0	2	0.017336319	0.836722328	0.00368818	0.649014278	0.342968275	0.15860631	1	NA	0.15860631	0.649014278	0.268208303	0.102695515	1	NA	0.102695515	NA	NA	FALSE
KIAA1468	29289	18	none	0	0	1	0	0	5	0	0	0	0	0	1	0.308124677	0.990383898	0.196296499	1.667119806	1.282148932	0.292755487	0.293764696	0.125592874	0.158635849	1.142949906	1.002667051	0.365021993	1	0.081514918	0.285870311	NA	NA	FALSE
MINDY2	26954	15	none	0	0	0	0	0	3	0	0	0	0	0	0	0.155465703	0.720337326	0.022050483	0.427719526	0.341688591	0.315138893	0.187438615	0.196883803	0.158665132	0.427719526	0.267207563	0.229437626	0.123551455	0.196997803	0.114776178	NA	NA	FALSE
SLC7A10	11058	19	none	0	0	0	0	0	2	0	0	0	0	0	0	0.123716785	0.509319388	0.008351646	0.6100309	0.317959169	0.160919927	0.086057066	0.429218571	0.158776187	0.6100309	0.248650663	0.10582168	0.049041516	0.427940572	0.102077101	NA	NA	FALSE
EMC7	24301	15	none	0	0	0	0	0	1	0	0	0	0	0	0	0.064329472	0.21649276	0.293522655	0.5712992	0.24499107	0.158862216	0.095970075	NA	0.158862216	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
WDHD1	23170	14	none	0	0	0	0	0	4	0	0	1	0	0	0	0.046379516	0.981803402	0.005622122	0.94625319	0.526865465	0.158952354	0.199573189	0.805344195	0.158952354	0.327057997	0.412019718	1	0.296848643	0.501688498	0.43252578	NA	NA	FALSE
RFXANK	9987	19	none	0	0	0	0	0	0	0	1	0	0	0	0	0.003506089	0.370802226	0.028900819	0.400376939	0.176815961	0.158992805	1	NA	0.158992805	0.400376939	0.138273748	0.116469164	1	NA	0.116469164	NA	NA	FALSE
ARVCF	728	22	none	0	1	0	0	0	3	0	0	0	0	0	2	0.025781519	0.871935525	0.003759068	1.240038095	0.769269337	0.159021574	1	0.63024237	0.159021574	0.3021694	0.601584572	1	1	NA	1	NA	NA	FALSE
OR2AK2	19569	1	none	0	0	0	0	0	0	0	0	1	0	0	0	0.00198736	0.201184438	0.018099314	0.190001	0.085526734	0.159038467	1	NA	0.159038467	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TLR3	11849	4	none	0	0	0	0	0	2	0	0	0	0	0	0	0.188653997	0.866015332	0.028527627	0.335368697	0.308066676	0.343814622	0.19310725	0.191847808	0.159138572	0.335368697	0.240914529	0.254803581	0.127442366	0.192362808	0.11542878	NA	NA	FALSE
ZSWIM3	16157	20	none	0	0	0	0	0	3	0	0	0	0	0	0	0.151590331	0.698128423	0.011803745	0.601727897	0.308462958	0.164442848	0.037430718	0.990984009	0.159290272	0.371436597	0.241224429	0.233419874	0.114496364	0.684473316	0.233419874	NA	NA	FALSE
POMGNT2	25902	3	none	0	0	0	0	0	2	0	0	0	0	0	2	0.121120343	0.489670944	0.024489753	0.5967902	0.312296252	0.159378159	0.064500477	0.74994125	0.159378159	0.5957902	0.244222145	0.107656883	0.034351709	0.748781251	0.107656883	NA	NA	FALSE
PLXNC1	9106	12	none	0	1	1	0	0	3	0	0	0	0	0	0	0.067776128	0.992910033	0.070726721	1.466666317	0.908322253	0.159403216	1	0.51973148	0.159403216	1.258820717	0.710326837	0.13951305	1	0.250534749	0.13951305	NA	NA	FALSE
KRTAP4-5	18899	17	none	0	0	0	0	0	1	0	0	0	0	0	0	0.041874136	0.069363311	NA	0.114942801	0.0634891	0.159440385	0.110508209	NA	0.159440385	0.114942801	0.049649793	0.122400463	0.082715435	NA	0.122400463	NA	NA	FALSE
PRSS27	15475	16	none	0	0	0	0	0	2	0	0	0	0	0	0	0.077503396	0.32679001	0.003821741	0.263501484	0.133840048	0.159488456	0.091129396	0.710603289	0.159488456	0.125650071	0.104665693	0.265532515	0.202488325	NA	0.265532515	NA	NA	FALSE
SND1	30646	7	none	0	0	0	0	0	5	0	0	0	0	0	1	0.267819234	0.965585667	0.100167236	1.147173325	0.671413855	0.159494273	0.044881622	0.937397063	0.159494273	1.147173325	0.525059557	0.089005283	0.019511266	0.937467063	0.089005283	NA	NA	FALSE
DCUN1D4	28998	4	none	0	0	0	0	0	0	1	0	0	0	0	0	0.004442295	0.459121956	0.022317372	0.400376939	0.175628015	0.159501459	1	NA	0.159501459	0.400376939	0.13734475	0.116678131	1	NA	0.116678131	NA	NA	FALSE
ST6GALNAC2	10867	17	none	0	0	0	0	0	2	0	0	0	0	0	0	0.102205469	0.34272097	0.002691704	0.385217997	0.184797863	0.159547296	0.073417694	0.506429494	0.159547296	0.385217997	0.144515761	0.114152497	0.046110694	0.506194494	0.111045752	NA	NA	FALSE
SELENON	15999	1	none	0	0	0	0	0	1	1	0	0	0	0	2	0.011937596	0.691584687	0.00873337	0.708325139	0.385282188	0.159619206	0.415214325	NA	0.159619206	0.706325139	0.30129866	0.10073003	0.314098995	NA	0.10073003	NA	NA	FALSE
PLEKHM2	29131	1	none	0	0	0	0	0	5	0	0	0	0	0	2	0.248470779	0.940509234	NA	1.134712555	0.675711387	0.159641041	0.056848076	0.865545134	0.159641041	1.134712555	0.528420316	0.087585727	0.02487177	0.865407135	0.087585727	NA	NA	FALSE
RBBP7	9890	X	none	0	0	0	0	0	1	0	0	0	0	0	0	0.092472689	0.45662455	0.101787217	0.7258532	0.312551647	0.159647198	0.136620069	NA	0.159647198	0.7258532	0.238057999	0.112546715	0.097401108	NA	0.112546715	NA	NA	FALSE
GSG1L	28283	16	none	0	0	0	0	0	3	0	0	0	0	0	0	0.103884206	0.355771039	0.039901773	0.502116193	0.247814512	0.159691562	0.075954353	0.999784	0.159691562	0.502116193	0.193796087	0.110411752	0.046349177	0.999779	0.110411752	NA	NA	FALSE
UBAP2	14185	9	none	0	0	0	0	0	5	0	0	0	0	0	1	0.27657445	0.973506796	0.062193966	0.701174631	0.543883168	0.302460931	0.117808016	0.316029684	0.159743273	0.297972837	0.425327915	1	0.413656168	0.018087982	0.044109304	NA	NA	FALSE
SIDT2	24272	11	none	0	0	0	0	0	2	0	0	1	0	0	0	0.028587419	0.90213571	0.016191199	1.054144899	0.618360453	0.159815472	0.407631311	0.706725293	0.159815472	0.497752999	0.483570696	0.428435221	0.289796561	0.691700308	0.428435221	NA	NA	FALSE
SLC1A6	10944	19	none	0	0	0	0	0	2	0	0	0	0	0	0	0.117247935	0.459970807	0.100614259	0.9409774	0.486688481	0.159817464	0.129017164	0.817950182	0.159817464	0.9409774	0.380600484	0.103146533	0.082342883	0.817096183	0.103146533	NA	NA	FALSE
SMPD2	11121	6	none	0	0	0	0	0	0	1	0	0	0	0	1	0.006876082	0.442206266	0.004640259	0.401376939	0.192193597	0.15989018	1	NA	0.15989018	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SYT4	11512	18	none	0	0	0	0	0	2	0	0	0	0	0	0	0.092066231	0.453151611	0.051899852	0.372351627	0.170242512	0.159973118	0.079482004	0.788293212	0.159973118	0.372351627	0.133133175	0.116386063	0.051516866	0.789196211	0.116386063	NA	NA	FALSE
DDX10	2735	11	none	0	0	0	0	0	2	0	0	0	0	0	1	0.220488884	0.878401911	0.007268653	0.467153262	0.416606636	0.366656181	0.204765834	0.182304818	0.160068808	0.3069482	0.325795028	1	0.287393225	NA	1	NA	NA	FALSE
ANGPTL5	19705	11	none	0	0	0	0	0	2	0	0	0	0	0	1	0.099028044	0.318189876	0.002622878	0.366847997	0.165313127	0.160115757	0.067866604	0.860740139	0.160115757	0.099083997	0.129278293	1	0.377030734	NA	1	NA	NA	FALSE
KLHL28	19741	14	none	0	0	0	0	0	2	0	0	0	0	0	0	0.135629896	0.595655375	0.038011879	0.5914891	0.289110468	0.16016134	0.054020097	0.835480165	0.16016134	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
OR4B1	8290	11	none	0	0	0	0	0	1	0	0	0	0	0	2	0.055687034	0.151705867	0.000361174	0.170244274	0.079449684	0.160199863	0.116373025	NA	0.160199863	0.168244274	0.062131301	0.121490133	0.081791631	NA	0.121490133	NA	NA	FALSE
USP26	13485	X	none	0	0	0	0	0	0	0	0	1	0	0	0	0.009678203	0.597265719	0.014925676	0.2669129	0.144379004	0.160292235	1	NA	0.160292235	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
PLG	9071	6	none	0	0	0	0	0	3	0	1	0	0	0	1	0.025542907	0.868970782	0.022557944	0.695628929	0.366661138	0.160318199	0.323938861	0.244997755	0.160318199	0.197167993	0.286736613	1	0.415368539	0.423521576	0.481616468	NA	NA	FALSE
PLA2G4C	9037	19	none	0	0	0	0	0	2	0	0	0	0	0	0	0.166594071	0.77797503	0.005231195	0.196167993	0.23504737	1	0.311596044	0.12005988	0.160333026	0.098083997	0.183811917	1	1	NA	1	NA	NA	FALSE
P2RX4	8535	12	none	0	0	0	0	0	2	0	0	0	0	0	0	0.106278538	0.37445315	0.003736305	0.4928824	0.244029729	0.160334573	0.097357275	0.478731521	0.160334573	0.4928824	0.190836308	0.108375094	0.060731076	0.478355522	0.108375094	NA	NA	FALSE
OR6Y1	14823	1	none	0	0	0	0	0	2	0	0	0	0	0	0	0.062385442	0.201231468	0.001619238	0.213706928	0.104743453	0.160340363	0.121242135	0.430741569	0.160340363	0.213706928	0.081911552	0.118006246	0.087583141	0.43006557	0.118006246	NA	NA	FALSE
FGA	3661	4	none	0	0	0	0	0	4	0	0	0	0	0	0	0.197390716	0.89211799	0.007903604	0.394004666	0.338156779	0.330642041	0.168529138	0.222001778	0.160344804	0.394004666	0.264445613	0.24042243	0.106460842	0.222285778	0.112260029	NA	NA	FALSE
IFRD1	5456	7	none	0	0	0	0	0	2	0	0	0	0	0	0	0.121806651	0.494887522	0.051993827	0.5468539	0.261480341	0.16351897	0.079690188	0.46974653	0.160411897	0.5468539	0.204483048	0.113935187	0.049826138	0.468893531	0.111129063	NA	NA	FALSE
TTLL2	21211	6	none	0	0	0	0	0	3	0	0	0	0	0	3	0.121152811	0.489918082	0.005834236	0.29725199	0.176406576	0.160413085	0.107118508	0.679239321	0.160413085	0.199167993	0.1379536	0.199077545	0.218986183	0.854639145	0.199077545	NA	NA	FALSE
