Gene ID,Gene Symbol,Gene Name,Case PTV,Ctrl PTV,Case mis3,Ctrl mis3,Case mis2,Ctrl mis2,P ca/co (Class 1),P ca/co (Class 2),P ca/co (comb),De novo PTV,De novo mis3,De novo mis2,P de novo,P meta,Q meta,OR (PTV),OR (Class I),OR (Class II)
ENSG00000181381,DDX60L,DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like,29,71,0,0,0,0,0.0795,NA,0.0795,NA,NA,NA,NA,0.0795,1,1.64 (1.03-2.56),1.64 (1.03-2.56),NA
ENSG00000116473,RAP1A,"RAP1A, member of RAS oncogene family",2,4,0,0,2,12,0.0795,1,0.0795,NA,NA,NA,NA,0.0795,1,2.01 (0.182-14),2.01 (0.182-14),0.669 (0.0727-3)
ENSG00000118898,PPL,Periplakin,35,99,0,0,0,0,0.0795,NA,0.0795,NA,NA,NA,NA,0.0795,1,1.42 (0.936-2.11),1.42 (0.936-2.11),NA
ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2,2,1,0,0,1,0,0.142,0.18,0.0796,NA,NA,NA,NA,0.0796,1,8.03 (0.418-472),8.03 (0.418-472),Inf (0.103-Inf)
ENSG00000169862,CTNND2,"Catenin (cadherin-associated protein), delta 2",2,2,0,0,2,3,0.137,0.201,0.0796,NA,NA,NA,NA,0.0796,1,4.01 (0.291-55.3),4.01 (0.291-55.3),2.68 (0.223-23.4)
ENSG00000180287,PLD5,"Phospholipase D family, member 5",6,10,2,5,4,6,0.127,0.264,0.0796,NA,NA,NA,NA,0.0796,1,2.41 (0.719-7.31),2.14 (0.786-5.38),2.68 (0.555-11.3)
ENSG00000182180,MRPS16,Mitochondrial ribosomal protein S16,6,9,0,0,0,0,0.0796,NA,0.0796,NA,NA,NA,NA,0.0796,1,2.68 (0.784-8.42),2.68 (0.784-8.42),NA
ENSG00000198912,C1orf174,Chromosome 1 open reading frame 174,8,14,0,0,0,0,0.0797,NA,0.0797,NA,NA,NA,NA,0.0797,1,2.29 (0.834-5.86),2.29 (0.834-5.86),NA
ENSG00000155252,PI4K2A,Phosphatidylinositol 4-kinase type 2 alpha,0,11,0,0,7,52,0.155,0.126,0.0797,NA,NA,NA,NA,0.0797,1,0 (0-1.6),0 (0-1.6),0.54 (0.207-1.19)
ENSG00000169031,COL4A3,"Collagen, type IV, alpha 3 (Goodpasture antigen)",25,66,0,0,0,0,0.0798,NA,0.0798,NA,NA,NA,NA,0.0798,1,1.52 (0.919-2.44),1.52 (0.919-2.44),NA
ENSG00000241839,PLEKHO2,"Pleckstrin homology domain containing, family O member 2",5,7,0,0,0,0,0.0798,NA,0.0798,NA,NA,NA,NA,0.0798,1,2.87 (0.718-10.5),2.87 (0.718-10.5),NA
ENSG00000171987,C11orf40,Chromosome 11 open reading frame 40,20,47,0,0,0,0,0.0798,NA,0.0798,NA,NA,NA,NA,0.0798,1,1.71 (0.959-2.94),1.71 (0.959-2.94),NA
ENSG00000159228,CBR1,Carbonyl reductase 1,2,21,0,0,0,0,0.0799,NA,0.0799,NA,NA,NA,NA,0.0799,1,0.382 (0.0434-1.56),0.382 (0.0434-1.56),NA
ENSG00000116750,UCHL5,Ubiquitin carboxyl-terminal hydrolase L5,7,12,0,0,0,2,0.0799,1,0.0799,NA,NA,NA,NA,0.0799,1,2.34 (0.781-6.45),2.34 (0.781-6.45),0 (0-21.4)
ENSG00000242616,GNG10,"Guanine nucleotide binding protein (G protein), gamma 10",2,1,0,0,0,0,0.0799,NA,0.0799,NA,NA,NA,NA,0.0799,1,8.03 (0.418-472),8.03 (0.418-472),NA
ENSG00000165487,MICU2,Mitochondrial calcium uptake 2,14,27,0,0,0,0,0.08,NA,0.08,NA,NA,NA,NA,0.08,1,2.08 (1.01-4.11),2.08 (1.01-4.11),NA
ENSG00000198892,SHISA4,Shisa family member 4,0,15,0,0,0,0,0.08,NA,0.08,NA,NA,NA,NA,0.08,1,0 (0-1.12),0 (0-1.12),NA
ENSG00000187180,LCE2C,Late cornified envelope 2C,6,10,0,0,0,0,0.08,NA,0.08,NA,NA,NA,NA,0.08,1,2.41 (0.719-7.31),2.41 (0.719-7.31),NA
ENSG00000172421,EFCAB3,EF-hand calcium binding domain 3,1,25,0,0,0,0,0.0801,NA,0.0801,NA,NA,NA,NA,0.0801,1,0.161 (0.00391-0.981),0.161 (0.00391-0.981),NA
ENSG00000116586,LAMTOR2,"Late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",2,1,0,0,0,6,0.0801,0.602,0.0801,NA,NA,NA,NA,0.0801,1,8.03 (0.418-472),8.03 (0.418-472),0 (0-3.41)
ENSG00000143416,SELENBP1,Selenium binding protein 1,12,25,0,0,0,0,0.0802,NA,0.0802,NA,NA,NA,NA,0.0802,1,1.93 (0.882-3.98),1.93 (0.882-3.98),NA
ENSG00000136859,ANGPTL2,Angiopoietin-like 2,7,9,0,0,0,0,0.0802,NA,0.0802,NA,NA,NA,NA,0.0802,1,3.12 (0.988-9.42),3.12 (0.988-9.42),NA
ENSG00000186191,BPIFB4,"BPI fold containing family B, member 4",16,38,0,0,0,0,0.0803,NA,0.0803,NA,NA,NA,NA,0.0803,1,1.69 (0.88-3.11),1.69 (0.88-3.11),NA
ENSG00000086712,TXLNG,Taxilin gamma,4,6,1,5,0,3,0.0803,1,0.0803,NA,NA,NA,NA,0.0803,1,2.68 (0.555-11.3),1.82 (0.497-5.7),0 (0-9.71)
ENSG00000073584,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",2,2,0,0,2,2,0.137,0.207,0.0804,NA,NA,NA,NA,0.0804,1,4.01 (0.291-55.3),4.01 (0.291-55.3),4.01 (0.291-55.3)
ENSG00000163257,DCAF16,DDB1 and CUL4 associated factor 16,1,20,0,0,0,0,0.0805,NA,0.0805,NA,NA,NA,NA,0.0805,1,0.201 (0.00484-1.25),0.201 (0.00484-1.25),NA
ENSG00000099984,GSTT2,Glutathione S-transferase theta 2,0,1,2,0,0,2,0.0805,1,0.0805,NA,NA,NA,NA,0.0805,1,0 (0-156),8.03 (0.418-472),0 (0-21.4)
ENSG00000186300,ZNF555,Zinc finger protein 555,6,49,0,0,0,0,0.0806,NA,0.0806,NA,NA,NA,NA,0.0806,1,0.491 (0.172-1.15),0.491 (0.172-1.15),NA
ENSG00000160714,UBE2Q1,Ubiquitin-conjugating enzyme E2Q family member 1,1,0,1,0,4,4,0.153,0.141,0.0807,NA,NA,NA,NA,0.0807,1,Inf (0.103-Inf),Inf (0.754-Inf),4.01 (0.748-21.6)
ENSG00000164733,CTSB,Cathepsin B,12,26,0,0,0,0,0.0807,NA,0.0807,NA,NA,NA,NA,0.0807,1,1.85 (0.852-3.8),1.85 (0.852-3.8),NA
ENSG00000173801,JUP,Junction plakoglobin,8,12,0,0,0,0,0.081,NA,0.081,NA,NA,NA,NA,0.081,1,2.68 (0.949-7.12),2.68 (0.949-7.12),NA
ENSG00000197153,HIST1H3J,"Histone cluster 1, H3j",0,13,0,3,2,28,0.186,0.0591,0.0811,NA,NA,NA,NA,0.0811,1,0 (0-1.32),0 (0-1.04),0.287 (0.0331-1.14)
ENSG00000016490,CLCA1,Chloride channel accessory 1,4,49,0,0,0,0,0.0811,NA,0.0811,NA,NA,NA,NA,0.0811,1,0.328 (0.0859-0.893),0.328 (0.0859-0.893),NA
ENSG00000115232,ITGA4,"Integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",14,29,0,0,0,0,0.0812,NA,0.0812,NA,NA,NA,NA,0.0812,1,1.94 (0.946-3.79),1.94 (0.946-3.79),NA
ENSG00000156206,C15orf26,Chromosome 15 open reading frame 26,0,14,0,0,0,0,0.0813,NA,0.0813,NA,NA,NA,NA,0.0813,1,0 (0-1.21),0 (0-1.21),NA
ENSG00000167858,TEKT1,Tektin 1,9,16,0,0,0,0,0.0813,NA,0.0813,NA,NA,NA,NA,0.0813,1,2.26 (0.879-5.43),2.26 (0.879-5.43),NA
ENSG00000176979,TRIM60,Tripartite motif containing 60,4,41,0,0,0,0,0.0814,NA,0.0814,NA,NA,NA,NA,0.0814,1,0.391 (0.102-1.08),0.391 (0.102-1.08),NA
ENSG00000164924,YWHAZ,"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta",1,0,1,1,4,3,0.144,0.181,0.0814,NA,NA,NA,NA,0.0814,1,Inf (0.103-Inf),8.03 (0.418-472),5.35 (0.905-36.5)
ENSG00000129933,MAU2,MAU2 sister chromatid cohesion factor,4,2,0,0,15,41,0.131,0.255,0.0814,NA,NA,NA,NA,0.0814,1,8.03 (1.15-88.9),8.03 (1.15-88.9),1.47 (0.755-2.71)
ENSG00000134532,SOX5,SRY (sex determining region Y)-box 5,0,4,6,6,3,9,0.0892,0.7,0.0815,NA,NA,NA,NA,0.0815,1,0 (0-6.08),2.41 (0.719-7.31),1.34 (0.233-5.36)
ENSG00000118308,LRMP,Lymphoid-restricted membrane protein,4,42,0,0,0,0,0.0815,NA,0.0815,NA,NA,NA,NA,0.0815,1,0.382 (0.0995-1.05),0.382 (0.0995-1.05),NA
ENSG00000136986,DERL1,Derlin 1,6,14,0,0,0,0,0.0817,NA,0.0817,NA,NA,NA,NA,0.0817,1,1.72 (0.542-4.77),1.72 (0.542-4.77),NA
ENSG00000154556,SORBS2,Sorbin and SH3 domain containing 2,9,17,0,0,0,0,0.0818,NA,0.0818,NA,NA,NA,NA,0.0818,1,2.13 (0.835-5.04),2.13 (0.835-5.04),NA
ENSG00000006747,SCIN,Scinderin,13,26,0,0,0,0,0.0818,NA,0.0818,NA,NA,NA,NA,0.0818,1,2.01 (0.947-4.05),2.01 (0.947-4.05),NA
ENSG00000065618,COL17A1,"Collagen, type XVII, alpha 1",14,95,0,0,0,0,0.0819,NA,0.0819,NA,NA,NA,NA,0.0819,1,0.591 (0.311-1.04),0.591 (0.311-1.04),NA
ENSG00000132639,SNAP25,"Synaptosomal-associated protein, 25kDa",0,1,2,2,6,14,0.139,0.213,0.0819,NA,NA,NA,NA,0.0819,1,0 (0-156),2.68 (0.223-23.4),1.72 (0.542-4.77)
ENSG00000176658,MYO1D,Myosin ID,18,44,0,0,0,0,0.082,NA,0.082,NA,NA,NA,NA,0.082,1,1.64 (0.893-2.9),1.64 (0.893-2.9),NA
ENSG00000100316,RPL3,Ribosomal protein L3,4,1,0,0,0,3,0.0821,1,0.0821,NA,NA,NA,NA,0.0821,1,16.1 (1.59-787),16.1 (1.59-787),0 (0-9.71)
ENSG00000136378,ADAMTS7,"ADAM metallopeptidase with thrombospondin type 1 motif, 7",16,36,0,0,1,0,0.0985,0.578,0.0822,NA,NA,NA,NA,0.0822,1,1.78 (0.924-3.3),1.78 (0.924-3.3),Inf (0.103-Inf)
ENSG00000166938,DIS3L,DIS3 mitotic control homolog (S. cerevisiae)-like,21,52,0,0,0,0,0.0823,NA,0.0823,NA,NA,NA,NA,0.0823,1,1.62 (0.927-2.74),1.62 (0.927-2.74),NA
ENSG00000163694,RBM47,RNA binding motif protein 47,3,3,0,0,15,74,0.0823,0.594,0.0823,NA,NA,NA,NA,0.0823,1,4.01 (0.538-30),4.01 (0.538-30),0.813 (0.434-1.43)
ENSG00000100276,RASL10A,"RAS-like, family 10, member A",2,3,4,0,8,18,0.114,0.402,0.0823,NA,NA,NA,NA,0.0823,1,2.68 (0.223-23.4),8.03 (1.71-49.7),1.78 (0.671-4.31)
ENSG00000176986,SEC24C,SEC24 family member C,5,7,0,0,0,0,0.0823,NA,0.0823,NA,NA,NA,NA,0.0823,1,2.87 (0.718-10.5),2.87 (0.718-10.5),NA
ENSG00000221947,XKR9,"XK, Kell blood group complex subunit-related family, member 9",13,27,0,0,0,0,0.0824,NA,0.0824,NA,NA,NA,NA,0.0824,1,1.93 (0.916-3.88),1.93 (0.916-3.88),NA
ENSG00000117139,KDM5B,Lysine (K)-specific demethylase 5B,28,71,0,0,3,12,0.0824,1,0.0824,NA,NA,NA,NA,0.0824,1,1.58 (0.984-2.48),1.58 (0.984-2.48),1 (0.182-3.72)
ENSG00000129116,PALLD,"Palladin, cytoskeletal associated protein",11,26,0,0,0,0,0.0825,NA,0.0825,NA,NA,NA,NA,0.0825,1,1.7 (0.757-3.56),1.7 (0.757-3.56),NA
ENSG00000186925,KRTAP19-6,Keratin associated protein 19-6,3,3,0,0,0,0,0.0825,NA,0.0825,NA,NA,NA,NA,0.0825,1,4.01 (0.538-30),4.01 (0.538-30),NA
ENSG00000171942,OR10H2,"Olfactory receptor, family 10, subfamily H, member 2",0,14,0,0,0,0,0.0825,NA,0.0825,NA,NA,NA,NA,0.0825,1,0 (0-1.21),0 (0-1.21),NA
ENSG00000138074,SLC5A6,"Solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6",6,8,0,0,0,0,0.0825,NA,0.0825,NA,NA,NA,NA,0.0825,1,3.01 (0.861-9.9),3.01 (0.861-9.9),NA
ENSG00000168329,CX3CR1,Chemokine (C-X3-C motif) receptor 1,6,12,0,0,0,0,0.0826,NA,0.0826,NA,NA,NA,NA,0.0826,1,2.01 (0.618-5.78),2.01 (0.618-5.78),NA
ENSG00000084676,NCOA1,Nuclear receptor coactivator 1,6,10,0,0,7,20,0.108,0.473,0.0826,NA,NA,NA,NA,0.0826,1,2.41 (0.719-7.31),2.41 (0.719-7.31),1.4 (0.502-3.46)
ENSG00000162139,NEU3,Sialidase 3 (membrane sialidase),10,20,0,0,0,0,0.0826,NA,0.0826,NA,NA,NA,NA,0.0826,1,2.01 (0.839-4.49),2.01 (0.839-4.49),NA
ENSG00000169756,LIMS1,LIM and senescent cell antigen-like domains 1,1,8,2,27,12,46,0.0827,0.862,0.0827,NA,NA,NA,NA,0.0827,1,0.502 (0.0113-3.74),0.344 (0.0677-1.09),1.05 (0.505-2.01)
ENSG00000156650,KAT6B,K(lysine) acetyltransferase 6B,4,4,0,0,5,25,0.0827,0.826,0.0827,NA,NA,NA,NA,0.0827,1,4.01 (0.748-21.6),4.01 (0.748-21.6),0.803 (0.24-2.13)
ENSG00000131943,C19orf12,Chromosome 19 open reading frame 12,1,0,0,0,0,0,0.0828,NA,0.0828,NA,NA,NA,NA,0.0828,1,Inf (0.103-Inf),Inf (0.103-Inf),NA
ENSG00000145649,GZMA,"Granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)",11,19,0,0,0,0,0.0828,NA,0.0828,NA,NA,NA,NA,0.0828,1,2.32 (0.999-5.14),2.32 (0.999-5.14),NA
ENSG00000153832,FBXO36,F-box protein 36,4,9,0,0,0,0,0.0828,NA,0.0828,NA,NA,NA,NA,0.0828,1,1.78 (0.401-6.39),1.78 (0.401-6.39),NA
ENSG00000138018,EPT1,Ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific),3,5,0,0,0,0,0.0828,NA,0.0828,NA,NA,NA,NA,0.0828,1,2.41 (0.374-12.4),2.41 (0.374-12.4),NA
ENSG00000189042,ZNF567,Zinc finger protein 567,9,20,0,0,0,0,0.0829,NA,0.0829,NA,NA,NA,NA,0.0829,1,1.81 (0.724-4.15),1.81 (0.724-4.15),NA
ENSG00000176182,MYPOP,"Myb-related transcription factor, partner of profilin",3,2,0,0,3,13,0.0831,1,0.0831,NA,NA,NA,NA,0.0831,1,6.02 (0.69-72.2),6.02 (0.69-72.2),0.926 (0.169-3.37)
ENSG00000079134,THOC1,THO complex 1,11,11,0,0,0,0,0.0831,NA,0.0831,NA,NA,NA,NA,0.0831,1,4.01 (1.58-10.2),4.01 (1.58-10.2),NA
ENSG00000267796,LIN37,Lin-37 homolog (C. elegans),1,0,0,0,0,0,0.0831,NA,0.0831,NA,NA,NA,NA,0.0831,1,Inf (0.103-Inf),Inf (0.103-Inf),NA
ENSG00000176087,SLC35A4,"Solute carrier family 35, member A4",6,10,0,0,0,0,0.0831,NA,0.0831,NA,NA,NA,NA,0.0831,1,2.41 (0.719-7.31),2.41 (0.719-7.31),NA
ENSG00000189401,OTUD6A,OTU domain containing 6A,1,0,0,0,1,4,0.0831,1,0.0831,NA,NA,NA,NA,0.0831,1,Inf (0.103-Inf),Inf (0.103-Inf),1 (0.0204-10.1)
ENSG00000168575,SLC20A2,"Solute carrier family 20 (phosphate transporter), member 2",0,11,0,0,0,9,0.144,0.196,0.0831,NA,NA,NA,NA,0.0831,1,0 (0-1.6),0 (0-1.6),0 (0-2.03)
ENSG00000108518,PFN1,Profilin 1,1,0,0,0,0,10,0.0832,0.22,0.0832,NA,NA,NA,NA,0.0832,1,Inf (0.103-Inf),Inf (0.103-Inf),0 (0-1.79)
ENSG00000006327,TNFRSF12A,"Tumor necrosis factor receptor superfamily, member 12A",1,0,0,0,0,0,0.0832,NA,0.0832,NA,NA,NA,NA,0.0832,1,Inf (0.103-Inf),Inf (0.103-Inf),NA
ENSG00000182584,ACTL10,Actin-like 10,0,13,0,0,0,0,0.0833,NA,0.0833,NA,NA,NA,NA,0.0833,1,0 (0-1.32),0 (0-1.32),NA
ENSG00000166797,FAM96A,"Family with sequence similarity 96, member A",0,15,0,0,0,0,0.0833,NA,0.0833,NA,NA,NA,NA,0.0833,1,0 (0-1.12),0 (0-1.12),NA
ENSG00000110104,CCDC86,Coiled-coil domain containing 86,8,13,0,0,0,0,0.0833,NA,0.0833,NA,NA,NA,NA,0.0833,1,2.47 (0.887-6.43),2.47 (0.887-6.43),NA
ENSG00000182909,LENG9,Leukocyte receptor cluster (LRC) member 9,3,34,0,0,0,0,0.0833,NA,0.0833,NA,NA,NA,NA,0.0833,1,0.354 (0.0696-1.13),0.354 (0.0696-1.13),NA
ENSG00000157106,SMG1,SMG1 phosphatidylinositol 3-kinase-related kinase,4,6,0,2,1,3,0.0895,0.73,0.0834,NA,NA,NA,NA,0.0834,1,2.68 (0.555-11.3),2.01 (0.442-7.49),1.34 (0.0255-16.7)
ENSG00000131398,KCNC3,"Potassium voltage-gated channel, Shaw-related subfamily, member 3",3,4,0,0,0,0,0.0835,NA,0.0835,NA,NA,NA,NA,0.0835,1,3.01 (0.441-17.8),3.01 (0.441-17.8),NA
ENSG00000213401,MAGEA12,"Melanoma antigen family A, 12",1,0,0,0,0,0,0.0835,NA,0.0835,NA,NA,NA,NA,0.0835,1,Inf (0.103-Inf),Inf (0.103-Inf),NA
ENSG00000154845,PPP4R1,"Protein phosphatase 4, regulatory subunit 1",0,13,0,0,4,13,0.0836,0.744,0.0836,NA,NA,NA,NA,0.0836,1,0 (0-1.32),0 (0-1.32),1.23 (0.293-4)
ENSG00000141956,PRDM15,PR domain containing 15,4,35,0,0,0,0,0.0836,NA,0.0836,NA,NA,NA,NA,0.0836,1,0.459 (0.118-1.28),0.459 (0.118-1.28),NA
ENSG00000088992,TESC,Tescalcin,4,3,0,0,0,0,0.0837,NA,0.0837,NA,NA,NA,NA,0.0837,1,5.35 (0.905-36.5),5.35 (0.905-36.5),NA
ENSG00000178057,NDUFAF3,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 3",6,7,0,0,0,0,0.0837,NA,0.0837,NA,NA,NA,NA,0.0837,1,3.44 (0.955-12),3.44 (0.955-12),NA
ENSG00000157895,C12orf43,Chromosome 12 open reading frame 43,6,9,0,0,0,0,0.0838,NA,0.0838,NA,NA,NA,NA,0.0838,1,2.68 (0.784-8.42),2.68 (0.784-8.42),NA
ENSG00000169218,RSPO1,R-spondin 1,0,16,0,0,0,0,0.0838,NA,0.0838,NA,NA,NA,NA,0.0838,1,0 (0-1.04),0 (0-1.04),NA
ENSG00000070882,OSBPL3,Oxysterol binding protein-like 3,14,32,0,0,0,0,0.0838,NA,0.0838,NA,NA,NA,NA,0.0838,1,1.76 (0.866-3.39),1.76 (0.866-3.39),NA
ENSG00000196914,ARHGEF12,Rho guanine nucleotide exchange factor (GEF) 12,2,22,1,2,3,23,0.112,0.447,0.0838,NA,NA,NA,NA,0.0838,1,0.365 (0.0416-1.48),0.502 (0.0967-1.65),0.523 (0.101-1.73)
ENSG00000166313,APBB1,"Amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)",3,2,0,6,0,0,0.0839,NA,0.0839,NA,NA,NA,NA,0.0839,1,6.02 (0.69-72.2),1.51 (0.257-6.27),NA
ENSG00000136383,ALPK3,Alpha-kinase 3,29,73,0,0,2,14,0.084,0.77,0.084,NA,NA,NA,NA,0.084,1,1.6 (1-2.48),1.6 (1-2.48),0.573 (0.0632-2.5)
ENSG00000119574,ZBTB45,Zinc finger and BTB domain containing 45,6,14,3,2,3,11,0.0863,0.794,0.0841,NA,NA,NA,NA,0.0841,1,1.72 (0.542-4.77),2.26 (0.879-5.43),1.09 (0.196-4.14)
ENSG00000255298,OR8G5,"Olfactory receptor, family 8, subfamily G, member 5",1,22,0,0,0,0,0.0842,NA,0.0842,NA,NA,NA,NA,0.0842,1,0.182 (0.00442-1.13),0.182 (0.00442-1.13),NA
ENSG00000037965,HOXC8,Homeobox C8,3,3,0,0,0,0,0.0842,NA,0.0842,NA,NA,NA,NA,0.0842,1,4.01 (0.538-30),4.01 (0.538-30),NA
ENSG00000138642,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,14,40,0,0,0,0,0.0842,NA,0.0842,NA,NA,NA,NA,0.0842,1,1.4 (0.706-2.64),1.4 (0.706-2.64),NA
ENSG00000087157,PGS1,Phosphatidylglycerophosphate synthase 1,15,31,0,0,0,0,0.0843,NA,0.0843,NA,NA,NA,NA,0.0843,1,1.94 (0.974-3.71),1.94 (0.974-3.71),NA
ENSG00000100335,MIEF1,Mitochondrial elongation factor 1,8,14,0,0,0,0,0.0843,NA,0.0843,NA,NA,NA,NA,0.0843,1,2.29 (0.834-5.86),2.29 (0.834-5.86),NA
ENSG00000080503,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",11,20,1,1,14,54,0.0845,0.879,0.0845,NA,NA,NA,NA,0.0845,1,2.21 (0.955-4.83),2.29 (1.03-4.88),1.04 (0.534-1.9)
ENSG00000130856,ZNF236,Zinc finger protein 236,5,6,0,0,2,8,0.0845,1,0.0845,NA,NA,NA,NA,0.0845,1,3.35 (0.808-13.2),3.35 (0.808-13.2),1 (0.104-5.03)
ENSG00000148468,FAM171A1,"Family with sequence similarity 171, member A1",6,11,0,0,0,0,0.0847,NA,0.0847,NA,NA,NA,NA,0.0847,1,2.19 (0.665-6.46),2.19 (0.665-6.46),NA
ENSG00000112280,COL9A1,"Collagen, type IX, alpha 1",9,68,0,0,0,0,0.0848,NA,0.0848,NA,NA,NA,NA,0.0848,1,0.531 (0.233-1.07),0.531 (0.233-1.07),NA
ENSG00000164691,TAGAP,T-cell activation RhoGTPase activating protein,1,15,0,0,0,0,0.0848,NA,0.0848,NA,NA,NA,NA,0.0848,1,0.268 (0.00636-1.74),0.268 (0.00636-1.74),NA
ENSG00000132912,DCTN4,Dynactin 4 (p62),0,13,0,0,0,0,0.085,NA,0.085,NA,NA,NA,NA,0.085,1,0 (0-1.32),0 (0-1.32),NA
ENSG00000006831,ADIPOR2,Adiponectin receptor 2,4,7,0,0,7,8,0.248,0.0138,0.085,NA,NA,NA,NA,0.085,1,2.29 (0.492-9.02),2.29 (0.492-9.02),3.51 (1.08-11.1)
ENSG00000134755,DSC2,Desmocollin 2,14,27,0,0,0,0,0.0851,NA,0.0851,NA,NA,NA,NA,0.0851,1,2.08 (1.01-4.11),2.08 (1.01-4.11),NA
ENSG00000186716,BCR,Breakpoint cluster region,5,9,1,0,2,7,0.0911,0.734,0.0851,NA,NA,NA,NA,0.0851,1,2.23 (0.587-7.41),2.68 (0.784-8.42),1.15 (0.116-6.02)
ENSG00000134588,USP26,Ubiquitin specific peptidase 26,3,31,0,0,0,0,0.0852,NA,0.0852,NA,NA,NA,NA,0.0852,1,0.388 (0.076-1.25),0.388 (0.076-1.25),NA
ENSG00000123130,ACOT9,Acyl-CoA thioesterase 9,10,20,0,0,0,0,0.0853,NA,0.0853,NA,NA,NA,NA,0.0853,1,2.01 (0.839-4.49),2.01 (0.839-4.49),NA
ENSG00000137955,RABGGTB,"Rab geranylgeranyltransferase, beta subunit",11,24,0,0,1,12,0.0853,0.467,0.0853,NA,NA,NA,NA,0.0853,1,1.84 (0.813-3.9),1.84 (0.813-3.9),0.334 (0.00783-2.26)
ENSG00000147402,GABRQ,"Gamma-aminobutyric acid (GABA) A receptor, theta",2,29,0,0,0,0,0.0853,NA,0.0853,NA,NA,NA,NA,0.0853,1,0.277 (0.032-1.09),0.277 (0.032-1.09),NA
ENSG00000174136,RGMB,Repulsive guidance molecule family member b,4,5,0,0,0,0,0.0854,NA,0.0854,NA,NA,NA,NA,0.0854,1,3.21 (0.637-14.9),3.21 (0.637-14.9),NA
ENSG00000186136,TAS2R42,"Taste receptor, type 2, member 42",2,30,0,0,0,0,0.0854,NA,0.0854,NA,NA,NA,NA,0.0854,1,0.268 (0.031-1.05),0.268 (0.031-1.05),NA
ENSG00000122678,POLM,"Polymerase (DNA directed), mu",3,35,0,0,0,0,0.0854,NA,0.0854,NA,NA,NA,NA,0.0854,1,0.344 (0.0677-1.09),0.344 (0.0677-1.09),NA
ENSG00000174945,AMZ1,Archaelysin family metallopeptidase 1,4,44,0,0,0,0,0.0854,NA,0.0854,NA,NA,NA,NA,0.0854,1,0.365 (0.0952-1),0.365 (0.0952-1),NA
ENSG00000196562,SULF2,Sulfatase 2,7,11,0,0,0,0,0.0854,NA,0.0854,NA,NA,NA,NA,0.0854,1,2.55 (0.84-7.22),2.55 (0.84-7.22),NA
ENSG00000131495,NDUFA2,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa",2,3,0,0,0,0,0.0855,NA,0.0855,NA,NA,NA,NA,0.0855,1,2.68 (0.223-23.4),2.68 (0.223-23.4),NA
ENSG00000160075,SSU72,SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae),2,5,2,1,2,8,0.0855,1,0.0855,NA,NA,NA,NA,0.0855,1,1.61 (0.153-9.81),2.68 (0.555-11.3),1 (0.104-5.03)
ENSG00000024048,UBR2,Ubiquitin protein ligase E3 component n-recognin 2,13,29,0,0,0,0,0.0855,NA,0.0855,NA,NA,NA,NA,0.0855,1,1.8 (0.859-3.57),1.8 (0.859-3.57),NA
ENSG00000154553,PDLIM3,PDZ and LIM domain 3,9,16,0,0,0,0,0.0857,NA,0.0857,NA,NA,NA,NA,0.0857,1,2.26 (0.879-5.43),2.26 (0.879-5.43),NA
ENSG00000067704,IARS2,"Isoleucyl-tRNA synthetase 2, mitochondrial",3,32,0,0,0,0,0.0857,NA,0.0857,NA,NA,NA,NA,0.0857,1,0.376 (0.0737-1.2),0.376 (0.0737-1.2),NA
ENSG00000197880,MDS2,Myelodysplastic syndrome 2 translocation associated,4,2,0,0,0,0,0.0857,NA,0.0857,NA,NA,NA,NA,0.0857,1,8.03 (1.15-88.9),8.03 (1.15-88.9),NA
ENSG00000112290,WASF1,"WAS protein family, member 1",2,0,0,0,0,0,0.0858,NA,0.0858,NA,NA,NA,NA,0.0858,1,Inf (0.754-Inf),Inf (0.754-Inf),NA
ENSG00000168010,ATG16L2,Autophagy related 16-like 2 (S. cerevisiae),15,39,2,0,3,8,0.0869,0.813,0.0858,NA,NA,NA,NA,0.0858,1,1.54 (0.791-2.87),1.75 (0.928-3.17),1.51 (0.257-6.27)
ENSG00000203907,OOEP,Oocyte expressed protein,0,13,0,0,0,0,0.0858,NA,0.0858,NA,NA,NA,NA,0.0858,1,0 (0-1.32),0 (0-1.32),NA
ENSG00000184465,WDR27,WD repeat domain 27,17,47,0,0,0,0,0.0859,NA,0.0859,NA,NA,NA,NA,0.0859,1,1.45 (0.782-2.58),1.45 (0.782-2.58),NA
